"ï»¿Client ID",Name,Age,"Location ID","Joined Bank","Banking Contact",Nationality,Occupation,"Fee Structure","Loyalty Classification","Estimated Income","Superannuation Savings","Amount of Credit Cards","Credit Card Balance","Bank Loans","Bank Deposits","Checking Accounts","Saving Accounts","Foreign Currency Account","Business Lending","Properties Owned","Risk Weighting",BRId,GenderId,IAId
IND61947,"Peter Weaver",49,27724,01-10-2008,"Ernest Rivera",European,"Media Manager III",Mid,Jade,136269.28,12691.6,1,1487.82,393333.96,106097.87,144512.61,35341.57,8706.96,48762.69,1,1,3,2,11
IND22902,"Jennifer Fields",44,36843,25-08-2002,"Joe Price",American,"Account Representative II",High,Silver,99093.14,19900.34,3,3501.42,825497.62,73608.21,41220.6,19108.69,18445.77,167447.74,0,2,3,2,12
IND36415,"Bruce Washington",80,9429,14-06-2017,"Anthony Berry",European,"Account Representative IV",High,Silver,484083.74,31756.02,2,7886.24,1153726.52,1312296.5,320324.34,499085.99,59339.02,754215.38,2,5,3,2,13
IND17053,"Thomas Evans",25,34916,07-05-2002,"Jason Duncan",Australian,"Marketing Manager",Mid,Silver,84045.31,19776.5,3,1544.03,120289.31,34566.96,22057.01,5757.87,18889.76,204607.2,1,1,3,1,14
IND93602,"Harry Burke",32,39275,15-09-2012,"Raymond Alexander",European,"Internal Auditor",High,Jade,105267.75,32879.5,2,3408.6,96089.65,473972.24,374188.61,149675.45,8513.43,1153379.33,3,2,4,2,15
IND87324,"Lawrence Myers",18,8724,21-08-2009,"Jesse Evans",American,"Business Systems Development Analyst",Mid,Jade,102526.04,21319.59,1,4925.55,219431.07,1531869.09,746040.14,283495.25,40830.11,216820.87,1,1,4,2,1
IND86489,"Timothy Wheeler",67,41661,07-06-2001,"Victor Martinez",European,"Programmer Analyst III",High,Jade,124351.92,24996.8,2,4314.62,473165.56,1159087.33,240565.3,556799.31,17240.69,289790.86,1,1,1,1,2
IND33219,"Cheryl Long",82,18702,29-01-2015,"James Castillo",Asian,"VP Quality Control",Mid,Silver,109519.65,7229.99,2,1381.02,229627.09,44965.24,11339.06,18599.97,29041.18,89790.87,0,1,2,2,3
IND92525,"Christina Evans",32,30792,06-05-2005,"Joe Price",Australian,"Administrative Assistant I",Mid,Silver,62681.88,19043.75,1,2323.06,453629.39,235700.92,129743.63,102929.94,16167.7,354073.42,2,1,3,1,4
IND57611,"Jane Montgomery",71,42908,16-09-2000,"Gregory Simmons",Asian,"Media Manager IV",High,Gold,51317.5,11454.25,1,2324.6,419785.89,178265.14,66471.75,75294.36,24748.44,441110.85,1,1,4,1,5
IND33962,"Rebecca Simmons",39,10486,30-09-2018,"Steve Diaz",European,"Assistant Media Planner",Low,Silver,23368.69,6392.88,2,1024.1,244356.23,58857.68,67835.97,21707.51,5802.2,168890.03,0,1,1,1,6
IND25477,"Anthony Gardner",69,39052,14-05-2020,"Joshua Ryan",European,"Health Coach IV",High,Jade,137063.36,17385.55,1,2992.54,406311.36,147842.92,90817.8,73435.69,28887.95,477317.3,3,2,1,2,7
IND21399,"Kathy Larson",36,26631,04-04-2011,"Jason Duncan",European,"Database Administrator II",High,Silver,42638.7,15049.8,1,1793.83,161088.83,80407.61,32758.66,37910.7,8061.53,195265.57,2,1,1,1,8
IND51180,"Janet Weaver",44,25668,22-02-2013,"Shawn Long",European,"Staff Scientist",Mid,Jade,144947.04,21712.4,2,1105.52,361603.01,129506.13,62262.56,155033.78,391.87,441428.21,3,1,2,2,9
IND34917,"Ralph Barnes",44,32102,04-02-2007,"Adam Hernandez",Asian,"VP Accounting",Low,Jade,89651.54,34484.4,1,1441.04,75730.25,227310.08,237642.36,73669.13,8620.43,663583.24,0,2,2,2,10
IND99500,"Juan Kelley",18,31985,09-11-2017,"Anthony Berry",Asian,"Registered Nurse",Mid,Jade,125518.16,14427,2,1341.36,309039.84,246783.28,120820.98,170306.17,9985.25,842949.5,3,2,3,2,11
IND27808,"Shawn Fields",38,15445,16-01-2006,"Roy Rice",European,"Systems Administrator II",High,Silver,212433.24,12492.15,1,5253.34,1302281.95,1339990.63,304543.32,575586.88,68816.64,1344634.39,1,2,3,1,12
IND68013,"Phyllis Reed",26,37130,06-07-2012,"Benjamin Kim",European,"Web Developer III",Low,Silver,432392.22,57262.6,2,583.85,1484948.05,1553625.54,797807.71,589817.84,27489.31,2376662.16,2,4,3,2,13
IND73002,"Roy West",83,31483,27-12-2009,"Shawn Wallace",European,"Accounting Assistant II",High,Gold,309505.88,14034,1,8138.58,138266.1,1685740.7,309878.81,948229.14,20744.76,1508293.38,1,3,3,1,14
IND91167,"Sara Daniels",34,30124,07-01-2013,"Mark Montgomery",European,"Chemical Engineer",Low,Silver,245839.9,5995.99,2,3888.98,45681.04,133610.01,96496.12,178097.2,23080.23,453420.75,3,3,3,1,15
IND19266,"Barbara Barnes",19,43019,02-11-2015,"Benjamin Kim",American,"Quality Control Specialist",Low,Silver,123010.61,13183.65,1,1710.86,406604.23,451472.92,256626.71,120234.37,404.84,641971.19,0,2,3,1,16
IND41224,"Cynthia Gibson",79,29383,11-02-2004,"Roger Alexander",European,"Web Developer I",Mid,Jade,332853.44,11742.18,2,2923.25,195457.28,128811.01,62105.31,124256.62,15412.03,406706.78,3,5,3,1,17
IND70122,"Eugene Johnson",24,14117,23-05-2006,"Gregory Simmons",Australian,"Senior Editor",High,Jade,225155.26,15855.07,2,4199.22,257892.89,556022.7,529545.43,132386.36,5119.55,1010955.11,0,2,4,2,18
IND21599,"Diane Clark",70,41404,13-09-2007,"Ernest Rivera",Australian,"Account Representative II",Low,Jade,191832.93,61192.8,1,3854.45,1131108.23,991058.22,444267.48,233753.04,29654.82,209853.4,0,4,4,1,19
IND47190,"Jose Anderson",75,12368,25-12-2004,"Todd Roberts",Asian,"Research Assistant II",Low,Jade,114845.02,37392.43,1,3797.9,328327.14,215160.77,92499.02,86868.65,55163.63,1542433.19,0,2,1,1,20
IND84384,"Michael Martin",56,35879,21-08-2014,"Joe Price",European,"Geologist III",High,Silver,204170.6,18233.8,1,4209.73,902243.04,244609.52,86456.81,139343.08,38402.73,773583.49,1,2,2,2,21
IND18979,"Brian Stevens",17,1628,10-02-2019,"Gregory Simmons",European,"Electrical Engineer",Mid,Jade,149316.84,26054.4,1,1924.06,232953.77,184556.23,57942.07,86162.01,720.34,973020.79,3,2,3,2,22
IND49334,"Russell Alvarez",59,25347,02-07-1999,"Jeremy Vasquez",European,"VP Sales",High,Gold,114353.96,8347.6,2,4164.17,47289.2,974941.36,441973.42,168469.87,50440.46,735249.72,3,1,4,2,1
IND13115,"Frank Gilbert",83,15103,14-07-2016,"Raymond Alexander",African,"Statistician III",Mid,Jade,127319.91,21277.3,1,2700.11,498813.28,1415618.53,713052.3,167777.01,35231.19,716817.82,3,2,1,2,2
IND61086,"Larry Marshall",56,1339,15-08-2020,"Jason Duncan",Asian,"Automation Specialist IV",High,Gold,268515.98,56615.26,1,1876.91,1115686.02,117731.25,81265.82,21087.44,78395.67,1528818.09,1,5,1,1,3
IND50034,"Matthew Owens",30,21612,31-05-2019,"Ernest Rivera",Asian,"Administrative Assistant III",High,Silver,117611.36,59393.1,1,2597.41,672728.62,897649.48,407181.21,424949.11,38196.19,1310004.48,2,3,1,2,4
IND94544,"Joe Henderson",67,10301,04-09-2021,"Jerry Green",American,Teacher,Low,Jade,338354.24,41769.3,1,3435.55,702584.28,1354185.49,837320.8,237654.39,6855.6,2041772.58,3,3,2,1,8
IND96395,"Joshua Pierce",72,23106,10-12-2018,"Keith Griffin",Australian,"Nuclear Power Engineer",Low,Jade,433576.04,24844.02,1,4593.75,1058012.16,0,0,0,57862.07,1484760.1,0,5,2,1,9
IND50912,"Cynthia Porter",65,12833,03-10-2021,"Paul Larson",American,Teacher,Mid,Jade,21648.31,5792.85,2,879.53,271617.04,130679.29,196018.94,30989.66,13377.72,372718.74,2,1,3,2,10
IND83055,"Denise Gordon",22,21573,07-10-2009,"Joshua Bennett",European,"Physical Therapy Assistant",High,Silver,201624.36,35242.02,1,2743.77,215325.36,114548.56,50579.89,108984.78,27108.91,1162702.65,0,2,3,1,11
IND97304,"Jonathan GoPKRales",50,4666,05-07-2010,"Jesse Evans",European,"Social Worker",High,Jade,191665.95,18891.32,1,5542.4,703944.56,963737.05,323643.04,486543.37,50868.08,1134052.33,0,2,3,1,12
IND66871,"Martin Scott",61,24732,25-07-2005,"Joe Price",Asian,"Engineer II",Low,Gold,68974.16,46500.62,1,6257.07,488280.26,492769.95,174853.85,138770.38,78995.16,1671574.93,2,2,3,1,13
IND50172,"Laura Dean",32,21266,07-05-2006,"Anthony Torres",European,"Accountant II",High,Silver,158182.07,8128,1,2537.22,385054.21,670840.54,647970.98,93765.21,34929.1,901834.14,2,2,3,2,14
IND25256,"Jeremy Thomas",64,10559,17-06-2003,"Adam Hernandez",Asian,"Clinical Specialist",Low,Gold,363674.06,48830.25,1,2388.75,547854.38,1958573.44,423051.86,697722.2,32338.13,1639786.88,1,3,3,2,15
IND35349,"Carlos Myers",37,5702,16-03-2005,"Anthony Torres",European,"Systems Administrator III",High,Jade,116995.3,25803.76,3,5173.26,835236.67,467665.09,92167.57,171943.73,37405.29,184692.58,0,1,3,2,1
IND18663,"Harold Wood",49,41752,01-01-2019,"Anthony Torres",American,"VP Marketing",Mid,Jade,312678.89,36217.49,2,2410,232904.13,318996.72,343071.94,142344.76,8041.33,324524.37,2,2,4,1,2
IND44333,"David Lane",29,7401,18-08-2007,"Shawn Cook",European,"Statistician I",High,Platinum,179214.85,7625.84,1,4830.41,133589.16,1098831.53,573303.4,171672.52,19661.03,688949.1,0,2,4,2,3
IND78750,"Julie Hawkins",67,38144,01-05-2018,"Carl Nguyen",European,"Compensation Analyst",Low,Jade,92257.22,3185.82,1,2855.84,188851.16,551246.28,235483.85,320686.19,25738.59,458120.62,0,1,1,2,4
IND51161,"Chris Richards",61,19182,08-04-2019,"Jeremy Vasquez",European,"Software Test Engineer III",Mid,Gold,371154.58,27938.35,2,1606.86,643011.9,101813.11,89086.47,43426.12,48379.28,878224.36,3,3,2,2,5
IND76383,"Diane Fuller",29,27031,13-04-2018,"Todd Roberts",European,"Chief Design Engineer",High,Silver,90996.1,53228.44,1,4652.99,202183.17,508705.43,337675.15,105907.21,40222.77,2156323.49,2,5,3,1,6
IND14845,"Russell Mason",84,28620,21-11-2016,"George Lewis",Asian,"Administrative Assistant II",Mid,Jade,88363.59,2396.82,1,4651.1,289513.41,313284.24,162907.8,23433.66,42386.18,463309.95,1,2,4,2,7
IND20426,"Lawrence Rice",74,10796,23-05-2003,"Ernest Rivera",European,"Web Designer I",Low,Platinum,49932.69,27622.72,1,380.63,639697.94,656176.23,136348.31,162254.49,45820.47,1040900.38,1,1,1,1,8
IND76186,"Russell Gutierrez",34,3148,21-05-2006,"Stephen Payne",European,"Systems Administrator III",High,Silver,217568.28,20333.25,1,877.74,754059.63,346491.26,99403.23,193836.3,69407.65,1110975.18,2,2,1,1,9
IND35748,"Timothy Long",81,33258,15-11-2020,"Nicholas Simmons",European,"Dental Hygienist",High,Jade,64664.68,10189.44,1,968.6,63620.52,88598.22,99021.55,52290.32,12236.36,174457.22,2,1,1,2,10
IND55295,"Gerald Richardson",29,16301,13-10-2020,"Joshua Little",Asian,"Desktop Support Technician",Low,Platinum,273943.45,31529.82,1,1735.8,709346.36,1901203.15,494621.96,914432.35,57452.88,2461660.77,3,3,2,2,11
IND77847,"Gary Hanson",18,39503,22-11-2016,"Jason Duncan",European,"Engineer II",Low,Gold,31135.26,7688.4,1,3017.7,259726.36,613385.93,273484.17,124239.95,17087.41,704282.06,0,1,2,2,12
IND89099,"Elizabeth Lane",54,39353,30-06-2020,"Steve Diaz",European,"Account Representative III",Mid,Platinum,254494.36,28591.68,1,2549.5,392579.25,151853.66,154831.19,165788.47,22964.73,198653.66,1,2,3,1,13
IND75515,"Jimmy Ray",73,2201,07-03-2010,"Nicholas Simmons",Asian,"Budget/Accounting Analyst I",Mid,Jade,301258.44,12422.76,1,2728.29,431187.11,1924837.54,757516.71,503686.52,10385.91,1011038.99,0,2,3,1,14
IND72150,"Peter Murphy",62,17746,14-06-2013,"Adam Hernandez",American,"Marketing Manager",High,Gold,116857.26,3676.32,1,288.77,289385.84,119417.93,115300.07,91498.84,19688.07,242944.54,2,2,3,2,15
IND77948,"Donald Jordan",54,17602,13-04-2001,"Joe Price",Asian,"Developer I",Mid,Jade,168841.7,9931.54,1,5870.18,581815.01,827479.83,282554.09,770161.72,10222.15,630789.23,0,3,3,1,16
IND46116,"Annie Morrison",38,38489,26-12-2008,"Frank Brown",European,"Developer III",Low,Jade,174354.27,32175.99,1,6250.49,1083317.8,701987.99,277100.52,267555.95,50204.33,1048697.69,3,2,3,1,17
IND92008,"Thomas Burns",63,41863,27-11-2015,"Steve Diaz",European,"Biostatistician III",Mid,Gold,439025.4,54862.2,1,6432.64,1677910.01,2905686.93,1400582.91,820908.82,81009.76,3062598.12,1,4,3,2,18
IND32087,"Sara Day",75,15243,04-07-2019,"Samuel Fowler",European,"Senior Developer",High,Silver,99734.47,20219.16,1,1499.05,99562.41,63984.19,43841.02,49267.83,3357.81,302583.13,3,1,3,1,19
IND16848,"Aaron Stone",78,33464,08-04-2002,"Anthony Simpson",Australian,Paralegal,High,Gold,198219.34,31234.98,1,585.38,76295.12,52060.33,41834.2,27099.26,5796.5,848195.36,2,2,4,1,20
IND95525,"Frank Nelson",66,20052,05-02-2010,"Donald Reynolds",European,"Software Consultant",Mid,Silver,284185.89,34633.17,1,3059.08,1385576.54,1508181.39,807954.32,657136.18,37926.4,930352.65,1,3,4,2,21
IND17508,"Roy Graham",39,20570,20-03-2007,"Chris Armstrong",African,"Research Assistant II",High,Jade,41393.51,8353.92,1,484.86,449273.68,303063.2,288631.62,38965.27,21848.92,385764.69,1,1,1,1,22
IND56276,"Lillian Moore",44,16197,26-10-2013,"George Lewis",Asian,"Accountant IV",Low,Gold,110634.59,53911.08,1,6032.99,863656.13,491522.76,419087.83,86508.01,51942.28,1249293.59,1,2,2,1,1
IND39354,"William Hart",85,13377,04-02-2012,"Carl Nguyen",American,"Budget/Accounting Analyst III",High,Gold,246173.17,28755.55,1,3498.32,111984.44,549814.17,212663.97,223400.91,440.06,696573.12,2,5,3,2,2
IND27001,"Adam Carter",52,12726,15-02-2009,"Jason Duncan",European,"Assistant Media Planner",High,Silver,174156.78,6242.74,2,4121.76,1064873.47,1500152.07,767253.35,234298.56,46303.85,1242500.61,3,2,4,2,3
IND73045,"Jennifer Mcdonald",81,39295,02-06-2013,"Joe Price",European,"Help Desk Technician",Low,Jade,113018.14,35999.6,1,6200.6,823329.6,1043861.98,260965.5,798554.41,40144.8,417688.24,0,4,1,1,4
IND99269,"George Gilbert",79,23986,04-07-2019,"Patrick Graham",Asian,"Dental Hygienist",High,Gold,72256.1,21380.34,1,635.38,509627.05,532457.6,344531.39,352361.65,35000.37,353693.91,2,2,1,1,8
IND90516,"Peter Marshall",71,25808,23-12-2010,"Dennis Ruiz",Asian,"Chemical Engineer",High,Jade,374660.44,62933.94,3,567.01,592185.88,315905.16,201525.71,401471.88,38412.61,625771.84,2,5,1,2,9
IND54595,"Harry Lawson",45,8988,27-10-2020,"Carl Nguyen",Asian,"Statistician II",Mid,Jade,262363.69,21253.22,2,1165.08,129564.52,1133682.34,441539.44,646556.94,37874.81,1164877.5,3,2,2,2,10
IND81069,"Patricia Stewart",58,4058,23-02-2010,"Nicholas Cunningham",European,"Computer Systems Analyst II",Low,Silver,34741.08,32926.04,1,1372.07,446377.44,992941.98,623883.9,277760.14,16752.75,601552.97,0,2,2,1,11
IND87002,"Todd Miller",22,19672,17-01-2002,"Donald Reynolds",American,"Compensation Analyst",Low,Jade,149332.86,16450.96,1,1940.05,201418.13,1035073.84,509812.49,299398.97,26369.94,275078.5,1,1,3,2,12
IND26303,"Annie Collins",85,32705,05-05-2015,"Victor Martinez",European,Librarian,Mid,Jade,159587.32,16346.17,1,2095.24,257156.83,390039.92,225812.58,70959.89,61461.54,1604851.07,2,2,3,2,13
IND47408,"Clarence Cox",76,17279,07-12-1999,"Jerry Green",European,"Senior Editor",Low,Jade,222608.88,12398.02,3,2320.55,527901.26,980906.31,233166.25,456684.25,21955.57,1248832.59,2,2,3,2,14
IND24335,"Thomas GoPKRalez",38,33198,13-05-2020,"Carl Nguyen",European,Actuary,High,Gold,217266.49,55805.05,1,1420.2,1286734.3,1637696.36,706919.29,282767.72,78752.72,723093.01,1,3,3,1,15
IND76682,"Nicole Hayes",18,41279,05-12-2014,"Todd Roberts",Australian,"Account Coordinator",Low,Gold,357820.76,13509.99,1,3730.92,1385344.94,63685.81,25208.97,43186.94,12373.17,890352,2,3,3,1,1
IND95974,"Joseph Grant",23,41969,10-04-1996,"Adam Hernandez",European,"Engineer IV",Mid,Silver,185224.44,48836.08,1,986.24,2266543.62,2937041.97,766184.86,1661769.83,98676.04,1273737.97,2,4,3,1,2
IND93947,"Shawn Rice",83,38288,04-04-2005,"Steve Diaz",Asian,"Budget/Accounting Analyst III",High,Jade,89464.3,11944.34,1,4591.15,414692.23,837966.41,309402.98,402223.87,19344.38,291862.14,0,1,3,1,3
IND14471,"Bobby Williamson",21,8086,16-03-2008,"Joe Price",Asian,"Assistant Media Planner",Mid,Jade,181394.41,23975.46,1,1649.97,755733.21,597364.28,251272.28,113641.44,51140.22,1550187.98,2,2,4,1,4
IND88703,"Joe Garcia",75,13708,11-10-1996,"Frank Brown",European,"Project Manager",Mid,Jade,241627.68,31251.2,2,8747.66,1763699.11,2134158.43,684234,1096077.71,57034.26,1030468.01,1,3,4,2,5
IND47036,"Kathryn Hill",59,10551,03-02-1996,"Bruce Porter",Asian,"Geologist III",Mid,Jade,343910.39,62158.49,1,798.09,817278.61,523535.7,243333.49,390292.17,583.24,1448323.01,3,4,1,2,6
IND38886,"Samuel Matthews",64,8712,15-07-2012,"Paul Larson",American,"Research Nurse",Mid,Jade,109843.19,37048.72,3,6149.44,1210157.2,1938117.36,689108.39,537504.55,3250.07,758862.7,3,2,2,1,7
IND20053,"Jeffrey Gardner",34,2080,01-05-2000,"Adam Hernandez",American,"Biostatistician II",Mid,Silver,90493.26,41330.25,1,1471.26,120713.72,228001.87,120000.99,156801.29,30259.85,717355.8,3,2,3,1,8
IND47894,"Arthur Garza",47,23182,31-08-2012,"Shawn Long",European,"Assistant Professor",High,Silver,215401.05,59875.7,2,882.92,363645.44,463032.46,469045.87,105835.99,53088.46,402108.44,0,4,4,2,9
IND88607,"Martin Chapman",61,18607,15-10-2005,"Nicholas Cunningham",Asian,"Technical Writer",Low,Silver,95682.13,11891.65,2,1225.69,77092.06,718547.05,185431.5,322650.81,60605.51,638532.99,2,1,1,2,10
IND91152,"Matthew Morris",40,16066,02-07-2009,"Jonathan Hawkins",Asian,"Data Coordiator",Low,Jade,79374.2,12797.46,3,3435.78,308861.23,679198.46,284203.61,233046.96,2706.61,570277.46,0,1,1,1,11
IND53812,"Jesse Daniels",35,26406,04-10-2021,"Stephen Payne",Asian,"Programmer IV",Mid,Gold,401144.86,58665.36,1,5276.19,384347.67,398228.09,193732.59,292751.46,19834.32,1387979.56,2,3,1,1,12
IND96437,"Anthony Hall",60,38732,01-04-2010,"Mark Montgomery",American,"Database Administrator II",High,Jade,390058.27,30999.6,1,2550.99,121180,590538.47,624283.52,267598.29,39935.45,834960.88,0,3,2,2,13
IND40105,"Antonio Robinson",58,20800,15-04-2013,"Benjamin Kim",European,"Account Representative III",High,Jade,282275.52,32380.2,2,3753.34,521029.7,349786.13,377400.82,60476.18,10875.14,0,1,2,2,2,14
IND54599,"Fred Ray",34,3906,03-02-2019,"Frank Brown",Asian,"Accountant I",High,Silver,261816.27,28229.28,1,4348.32,1836558.92,519403.27,133267.94,179262.47,40575.97,813538.43,3,2,3,2,15
IND31887,"Kevin Weaver",50,3730,19-03-2003,"Benjamin Kim",Australian,"Engineer II",Low,Jade,118810.16,22807.6,2,1707.58,283417.37,428988.19,225493.79,214164.11,29332.68,622683.05,2,1,3,1,16
IND54112,"Paula Henderson",44,34854,20-09-2021,"Jason Duncan",Asian,"Analyst Programmer",Mid,Silver,268884.36,12529.68,2,3547.47,231498.18,446067.71,388879.54,157381.84,15193.64,754235.32,2,3,3,2,17
IND75973,"James Grant",33,42143,16-11-2003,"Ernest Rivera",American,"Database Administrator IV",High,Jade,335526.8,62567,1,5215.82,1099840.76,2704170.35,712727.07,1452705.47,81626.47,1591725.84,3,4,3,1,18
IND67265,"Margaret Rivera",66,8329,04-07-1995,"Victor Martinez",Asian,Pharmacist,High,Jade,71153.12,3357.99,2,1652.2,262372.62,411362.4,103676.7,223841.34,660.55,698882.86,1,1,3,2,19
IND92210,"Frank James",38,12790,21-04-2020,"Nicholas Simmons",Asian,"Software Engineer IV",High,Gold,153042.86,11321.52,1,3839.02,1043974.9,768909.47,273390.03,352445.32,4800.95,287682.6,2,2,3,1,20
IND37311,"Jonathan Nelson",58,38265,19-04-2007,"Patrick Graham",European,"Senior Editor",High,Jade,117573.89,29474.28,1,7522.91,1475007.59,1053001.48,369336.34,295704.82,46731.9,2048937.8,0,3,3,1,21
IND93006,"Marilyn Mendoza",79,37723,11-10-2020,"Steve Diaz",Asian,"Senior Cost Accountant",High,Gold,219948.15,32740.68,1,4198.32,217839.18,223869.04,125260.06,168088.34,7758.07,644919.11,0,4,4,2,22
IND50691,"Larry Russell",30,14993,03-10-2007,"Anthony Torres",American,"VP Quality Control",Mid,Jade,389746.08,35218.4,1,2219.9,386539.66,1252407.57,399704.54,405478.05,51611.64,1909063.3,3,3,4,2,1
IND60221,"Benjamin Wood",59,23432,13-07-2013,"Victor Martinez",Australian,"Electrical Engineer",Low,Jade,222185.79,44354.07,1,3824.24,865214.18,1023932.01,404810.33,353931.23,23356.99,1331501.65,2,2,1,2,2
IND50457,"Brandon Burton",61,12025,04-11-2003,"Nicholas Simmons",European,Professor,High,Platinum,46631.31,21327.57,3,3706.79,151883.94,204987.25,56405.89,66558.95,18299.42,715134.11,2,1,2,2,3
IND61531,"Diana Walker",23,23489,08-08-2020,"Dennis Ruiz",Asian,"Office Assistant III",Low,Gold,45899.16,29179.06,1,1080.37,240303.96,93779.23,93779.23,30313.5,15891.17,47541.64,2,1,3,2,4
IND55634,"Scott Jones",73,445,21-05-2019,"Raymond Alexander",European,"Software Test Engineer II",Mid,Jade,213562.55,39890.12,1,4447.33,356462.12,0,0,0,40259.33,521049.18,1,3,4,2,8
IND73340,"Martha Green",42,32821,23-10-2006,"Steve Diaz",American,"Budget/Accounting Analyst II",Mid,Silver,62265.14,20300.16,1,2802.88,141136.94,565013.46,239239.93,275176.83,11120.96,583342.47,1,1,1,2,9
IND36571,"Scott Hudson",65,10719,04-01-2001,"Stephen Payne",Australian,"GIS Technical Architect",Mid,Silver,77385.85,2471.85,3,2914.84,428019.96,414347,260712.72,143391.99,526.26,745917.63,2,2,1,1,10
IND48638,"Chris Walker",29,1031,08-12-1996,"Anthony Berry",American,"Budget/Accounting Analyst I",Low,Jade,136921.89,23715.42,1,954.86,345598.39,111513.23,46463.85,87816.67,476.61,415285.4,0,1,1,1,11
IND17470,"Stephen Daniels",20,27679,11-05-2010,"Carl Nguyen",European,"Director of Sales",Mid,Jade,121124.02,53804.4,1,7657.79,370608.78,1292973.24,317572.37,440971.92,43959.38,507670.96,2,3,2,1,12
IND90409,"Ruth Sims",54,39013,15-06-2019,"Bruce Porter",Asian,"Geologist II",Low,Gold,46065.04,15053.6,1,639.27,286540.1,826638.75,173663.6,609559.24,18316.96,1111305.78,1,1,2,1,13
IND37142,"Frances Ray",82,42895,18-03-2013,"Dennis Morris",Australian,"Help Desk Technician",Low,Gold,260944.03,21134.01,1,327.85,500216.98,298094.81,343955.55,81402.81,32642.73,904332.08,2,2,3,1,14
IND88367,"Benjamin GoPKRales",46,23314,04-02-2008,"Anthony Berry",African,"Occupational Therapist",High,Gold,226151.9,6668.46,1,1245.08,446679.55,86326.27,117157.09,42546.52,2120.34,756362.75,3,2,3,1,15
IND58182,"Tina West",58,5564,09-06-2004,"Paul Larson",African,"Budget/Accounting Analyst IV",Mid,Platinum,126577.5,7851,1,5217.3,1203236.1,181465.92,37805.4,100940.42,56313.9,1055124,1,3,3,1,1
IND35165,"Edward Wilson",32,25364,18-01-2016,"Ernest Rivera",Asian,"Office Assistant III",Mid,Jade,249185.87,24091.08,3,4896.61,1252227.23,2569398.61,1275715.39,359536.13,33250.07,481759.11,3,3,3,2,2
IND24057,"Ashley Burns",28,31081,29-09-2011,"Jeremy Vasquez",European,"General Manager",High,Jade,205494.12,14821.2,1,311.45,1886976.73,2365411.67,1544359.69,246315.6,33050.06,1779026.34,3,4,3,1,3
IND73753,"Kelly Evans",37,11036,18-09-1999,"Bobby Burton",African,"Registered Nurse",High,Gold,27514.69,6758,1,472.39,72751.46,379435.57,289466.31,104755.51,19041.59,367893.84,1,1,3,1,4
IND23130,"Jessica Moreno",66,22928,01-10-2021,"Frank Brown",Asian,"Media Manager I",Mid,Jade,292770.14,50378.4,2,2913.12,207917.14,359098.54,410398.33,60533.75,20133.29,437118.7,0,2,3,1,5
IND49045,"Howard Hunter",17,42531,10-06-2004,"Adam Hernandez",Australian,Paralegal,Mid,Platinum,198096.2,11072.16,2,6595.85,114777.98,917484.85,732223.49,121478.52,20052.03,1698348.54,0,4,4,2,6
IND15747,"Earl Jordan",57,42864,08-02-2002,"Anthony Simpson",Australian,"Nurse Practicioner",High,Platinum,362306.18,44052.2,2,7059.63,964779.41,2774465.91,1439912.69,164360.77,23523.13,1068649.97,0,3,4,1,7
IND20560,"Roger Wright",78,13518,09-11-2004,"Stephen Payne",Asian,"Staff Accountant IV",High,Jade,139988.22,11940.28,1,2725.87,935799.48,124273.65,26695.82,36600.89,26586.85,269082,1,2,3,2,8
IND89128,"Nicholas Barnes",57,42936,24-10-2000,"Roger Alexander",European,"Data Coordiator",High,Jade,33068.7,33989.4,1,278.62,55472.27,96495.57,28319.35,88817.88,30365.66,256321.89,3,2,1,2,9
IND66207,"Julie Fox",64,41092,05-08-2020,"Joshua Ryan",European,"Database Administrator II",High,Gold,174802.46,65530.92,1,6168.37,955717.01,1776637.42,448471.58,1225362.35,50727.61,499975.5,2,4,2,1,10
IND40294,"Shawn Wallace",83,12377,12-10-2020,"Jonathan Hawkins",European,"Marketing Assistant",Mid,Platinum,61636.21,16324.7,3,3175.48,287448.7,103147.24,58137.53,26368.18,9625.77,99371.97,1,1,3,2,11
IND90506,"Mark Harris",72,3383,08-04-2002,"Donald Reynolds",Asian,"Engineer IV",Low,Gold,95092.11,21094.15,1,6448.99,101219.03,677319.49,338659.74,242851.81,23398.06,203476.06,3,2,4,2,12
IND82575,"Joyce Gardner",18,42011,14-06-2020,"Jerry Green",American,"Programmer Analyst II",High,Silver,137228.52,44184.4,1,1433.48,508536.52,115188.95,57594.48,171290.24,7320.46,900304.47,1,2,1,2,13
IND22602,"Jimmy Brown",22,18592,04-08-2015,"Benjamin Kim",African,"Staff Accountant II",Mid,Jade,86940.95,12303.9,2,2040.85,216689.7,566112.05,210537.54,149247.72,5029.06,372413.2,0,1,1,2,14
IND32945,"Willie Scott",77,36433,22-11-2006,"Roger Alexander",American,"Graphic Designer",High,Jade,248004.44,33819.76,1,577.38,189579.46,1052953.51,579477.77,85225.63,13528.13,2192573.71,2,2,1,2,15
IND24180,"Andrew Collins",21,29021,15-10-2020,"Bruce Porter",Asian,"Recruiting Manager",Low,Silver,220337.08,25245.46,1,1881.86,744311,353911.49,109834.6,178176.13,13489.86,512965.6,1,2,2,1,16
